meal_id,school_id,menu,date,meal_quality_score,remarks,preparation_time,cooking_temperature,serving_temperature,calories,meal_wastage,weather_conditions,is_wastage_high,cooking_serving_diff,calories_per_meal,weather_conditions_encoded,menu_Chapati & Vegetables,menu_Idli & Sambar,menu_Khichdi,menu_Pulao,menu_Rice & Dal
541,2,Rice & Dal,2021-09-12,6.96,Average,116,73.58,62.61,211.48,7,Rainy,0,10.969999999999999,30.385057471264368,2,False,False,False,False,True
542,2,Khichdi,2021-07-02,7.91,No Remarks,56,88.97,56.12,231.26,9,Hot,1,32.85,29.236409608091023,1,False,False,True,False,False
543,2,Rice & Dal,2021-03-20,8.35,No Remarks,81,86.57,57.99,214.42,3,Warm,0,28.57999999999999,25.679041916167666,3,False,False,False,False,True
544,2,Chapati & Vegetables,2021-01-02,8.35,Good,62,82.87,62.76,448.91,3,Cold,0,20.110000000000007,53.76167664670659,0,True,False,False,False,False
545,2,Chapati & Vegetables,2021-10-01,7.74,Average,35,74.54,54.63,378.4,1,Rainy,0,19.910000000000004,48.888888888888886,2,True,False,False,False,False
546,2,Chapati & Vegetables,2021-01-14,6.25,No Remarks,85,72.63,55.01,337.97,4,Cold,0,17.619999999999997,54.0752,0,True,False,False,False,False
547,2,Rice & Dal,2021-04-18,7.81,Good,61,73.12,60.32,302.79,5,Warm,0,12.800000000000004,38.769526248399494,3,False,False,False,False,True
548,2,Khichdi,2021-06-09,9.01,Good,103,69.2,55.25,273.52,1,Hot,0,13.950000000000003,30.357380688124305,1,False,False,True,False,False
549,2,Idli & Sambar,2021-03-03,9.11,Poor,53,87.29,74.14,233.57,0,Warm,0,13.150000000000006,25.63885839736553,3,False,True,False,False,False
550,2,Rice & Dal,2021-12-03,5.91,Average,112,80.14,51.2,370.47,1,Cold,0,28.939999999999998,62.685279187817265,0,False,False,False,False,True
551,2,Idli & Sambar,2021-05-09,6.55,Good,104,61.11,57.82,349.28,1,Warm,0,3.289999999999999,53.325190839694656,3,False,True,False,False,False
552,2,Idli & Sambar,2021-11-25,8.23,Poor,85,80.67,54.32,471.81,3,Rainy,0,26.35,57.328068043742405,2,False,True,False,False,False
553,2,Idli & Sambar,2021-01-04,7.93,No Remarks,102,72.51,52.28,364.63,2,Cold,0,20.230000000000004,45.98108448928121,0,False,True,False,False,False
554,2,Khichdi,2021-08-20,8.41,Poor,115,81.66,69.91,416.82,3,Hot,0,11.75,49.56242568370987,1,False,False,True,False,False
555,2,Rice & Dal,2021-05-17,7.92,Good,92,88.54,60.34,247.76,0,Warm,0,28.200000000000003,31.28282828282828,3,False,False,False,False,True
556,2,Rice & Dal,2021-10-22,8.58,No Remarks,65,79.77,57.73,237.25,2,Rainy,0,22.04,27.651515151515152,2,False,False,False,False,True
557,2,Khichdi,2021-12-02,9.65,No Remarks,59,66.65,55.46,293.2,4,Cold,0,11.190000000000005,30.38341968911917,0,False,False,True,False,False
558,2,Chapati & Vegetables,2021-04-09,7.19,Average,118,75.49,65.02,229.51,3,Warm,0,10.469999999999999,31.920723226703753,3,True,False,False,False,False
559,2,Khichdi,2021-10-25,6.55,Average,81,73.51,58.31,240.81,10,Rainy,1,15.200000000000003,36.764885496183204,2,False,False,True,False,False
560,2,Rice & Dal,2021-05-02,6.93,Poor,104,69.09,64.43,373.38,4,Warm,0,4.659999999999997,53.87878787878788,3,False,False,False,False,True
561,2,Rice & Dal,2021-08-15,7.7,Average,67,,63.01,431.34,7,Hot,0,,56.018181818181816,1,False,False,False,False,True
562,2,Idli & Sambar,2021-01-28,6.36,No Remarks,97,79.17,51.16,214.8,1,Cold,0,28.010000000000005,33.77358490566038,0,False,True,False,False,False
563,2,Pulao,2021-06-09,5.76,Average,116,83.62,66.44,404.13,7,Hot,0,17.180000000000007,70.16145833333333,1,False,False,False,True,False
564,2,Idli & Sambar,2021-12-24,5.79,Average,110,85.06,58.35,306.34,4,Cold,0,26.71,52.908462867012084,0,False,True,False,False,False
565,2,Chapati & Vegetables,2021-10-28,6.95,No Remarks,65,88.42,57.46,397.43,9,Rainy,1,30.96,57.184172661870505,2,True,False,False,False,False
566,2,Khichdi,2021-05-03,6.07,Average,81,69.51,74.57,290.77,1,Warm,0,-5.059999999999988,47.90280065897858,3,False,False,True,False,False
567,2,Rice & Dal,2021-07-14,8.4,Average,58,74.64,66.27,441.88,9,Hot,1,8.370000000000005,52.6047619047619,1,False,False,False,False,True
568,2,Chapati & Vegetables,2021-07-18,7.46,Average,61,60.04,57.56,262.09,2,Hot,0,2.479999999999997,35.132707774798924,1,True,False,False,False,False
569,2,Idli & Sambar,2021-06-24,7.92,Poor,56,66.97,70.09,495.66,10,Hot,1,-3.1200000000000045,62.583333333333336,1,False,True,False,False,False
570,2,Khichdi,2021-11-08,7.65,Average,111,80.58,61.79,474.39,10,Rainy,1,18.79,62.01176470588235,2,False,False,True,False,False
571,2,Pulao,2021-07-14,6.51,Average,32,79.04,57.54,347.52,0,Hot,0,21.500000000000007,53.38248847926267,1,False,False,False,True,False
572,2,Khichdi,2021-12-27,9.65,Average,97,66.49,55.14,409.32,2,Cold,0,11.349999999999994,42.416580310880825,0,False,False,True,False,False
573,2,Khichdi,2021-03-10,5.94,Poor,51,64.82,59.18,337.21,4,Warm,0,5.6399999999999935,56.76936026936026,3,False,False,True,False,False
574,2,Khichdi,2021-10-02,9.25,Average,95,63.11,52.82,468.79,2,Rainy,0,10.29,50.68,2,False,False,True,False,False
575,2,Pulao,2021-05-06,7.6,Poor,107,86.54,59.05,467.16,4,Warm,0,27.49000000000001,61.468421052631584,3,False,False,False,True,False
576,2,Khichdi,2021-04-26,7.22,Good,82,87.71,65.77,363.55,4,Warm,0,21.939999999999998,50.35318559556787,3,False,False,True,False,False
577,2,Rice & Dal,2021-07-12,7.59,No Remarks,43,81.0,65.37,444.91,1,Hot,0,15.629999999999995,58.61791831357049,1,False,False,False,False,True
578,2,Idli & Sambar,2021-10-08,8.86,Good,91,77.49,67.8,377.85,8,Rainy,0,9.689999999999998,42.646726862302486,2,False,True,False,False,False
579,2,Rice & Dal,2021-07-02,9.27,Good,38,79.3,56.96,413.26,10,Hot,1,22.339999999999996,44.58036677454153,1,False,False,False,False,True
580,2,Chapati & Vegetables,2021-11-01,8.78,Good,62,68.19,73.27,491.84,10,Rainy,1,-5.079999999999998,56.018223234624145,2,True,False,False,False,False
581,2,Khichdi,2021-12-08,7.59,Poor,30,64.69,62.19,492.41,5,Cold,0,2.5,64.87615283267458,0,False,False,True,False,False
582,2,Idli & Sambar,2021-09-03,7.66,Average,101,78.37,63.58,271.48,1,Rainy,0,14.790000000000006,35.44125326370757,2,False,True,False,False,False
583,2,Chapati & Vegetables,2021-08-03,5.53,Poor,45,66.19,70.6,358.63,3,Hot,0,-4.409999999999997,64.85171790235081,1,True,False,False,False,False
584,2,Pulao,2021-01-20,9.65,No Remarks,76,85.42,74.15,329.33,1,Cold,0,11.269999999999996,34.12746113989637,0,False,False,False,True,False
585,2,Khichdi,2021-03-14,8.17,No Remarks,102,69.44,71.43,357.12,1,Warm,0,-1.990000000000009,43.71113831089352,3,False,False,True,False,False
586,2,Chapati & Vegetables,2021-12-13,6.6,No Remarks,120,87.98,68.21,334.81,5,Cold,0,19.77000000000001,50.728787878787884,0,True,False,False,False,False
587,2,Pulao,2021-10-16,8.87,Good,111,76.56,57.76,495.95,5,Rainy,0,18.800000000000004,55.91319052987599,2,False,False,False,True,False
588,2,Khichdi,2021-11-27,8.73,Good,90,79.66,51.03,450.86,8,Rainy,0,28.629999999999995,51.64490263459336,2,False,False,True,False,False
589,2,Khichdi,2021-02-07,8.29,No Remarks,32,69.79,52.69,306.44,4,Cold,0,17.10000000000001,36.96501809408927,0,False,False,True,False,False
590,2,Chapati & Vegetables,2021-08-21,8.8,Average,46,83.17,65.37,255.13,6,Hot,0,17.799999999999997,28.99204545454545,1,True,False,False,False,False
591,2,Khichdi,2021-09-05,7.86,Good,74,84.49,63.93,214.52,7,Rainy,0,20.559999999999995,27.29262086513995,2,False,False,True,False,False
592,2,Khichdi,2021-12-17,6.81,No Remarks,72,88.82,70.19,328.81,5,Cold,0,18.629999999999995,48.28340675477239,0,False,False,True,False,False
593,2,Pulao,2021-09-08,6.84,Good,113,88.48,64.92,266.33,7,Rainy,0,23.560000000000002,38.937134502923975,2,False,False,False,True,False
594,2,Chapati & Vegetables,2021-07-23,8.45,Average,83,,60.81,289.33,8,Hot,0,,34.24023668639053,1,True,False,False,False,False
595,2,Pulao,2021-07-28,8.8,Poor,49,67.76,61.47,274.22,3,Hot,0,6.290000000000006,31.161363636363635,1,False,False,False,True,False
596,2,Chapati & Vegetables,2021-03-02,8.93,Poor,45,82.65,62.99,289.2,3,Warm,0,19.660000000000004,32.38521836506159,3,True,False,False,False,False
597,2,Idli & Sambar,2021-05-21,8.17,Average,116,76.66,71.16,306.54,3,Warm,0,5.5,37.520195838433295,3,False,True,False,False,False
598,2,Pulao,2021-11-11,7.39,Poor,94,80.39,59.88,250.19,6,Rainy,0,20.509999999999998,33.85520974289581,2,False,False,False,True,False
599,2,Idli & Sambar,2021-08-16,9.22,No Remarks,105,76.73,59.03,478.33,8,Hot,0,17.700000000000003,51.87960954446854,1,False,True,False,False,False
600,2,Khichdi,2021-06-27,8.46,Good,113,75.86,65.97,436.11,9,Hot,1,9.89,51.54964539007092,1,False,False,True,False,False
601,3,Chapati & Vegetables,2021-10-04,8.98,Average,103,80.64,66.68,343.72,0,Rainy,0,13.959999999999994,38.27616926503341,2,True,False,False,False,False
602,3,Chapati & Vegetables,2021-05-10,8.02,Average,97,66.87,58.0,390.62,3,Warm,0,8.870000000000005,48.705735660847886,3,True,False,False,False,False
603,3,Khichdi,2021-03-01,8.95,Poor,109,73.18,68.36,241.48,0,Warm,0,4.820000000000007,26.98100558659218,3,False,False,True,False,False
604,3,Idli & Sambar,2021-01-08,8.65,Average,35,74.78,58.98,498.51,1,Cold,0,15.800000000000004,57.63121387283237,0,False,True,False,False,False
605,3,Pulao,2021-04-28,7.17,No Remarks,75,82.48,58.88,349.07,1,Warm,0,23.6,48.684797768479775,3,False,False,False,True,False
606,3,Khichdi,2021-04-10,7.36,Poor,116,82.93,54.81,367.44,1,Warm,0,28.120000000000005,49.92391304347826,3,False,False,True,False,False
607,3,Khichdi,2021-08-18,7.79,Average,40,62.89,71.5,437.05,3,Hot,0,-8.61,56.10397946084724,1,False,False,True,False,False
608,3,Idli & Sambar,2021-02-20,8.29,No Remarks,108,60.8,73.15,308.02,4,Cold,0,-12.350000000000009,37.1556091676719,0,False,True,False,False,False
609,3,Idli & Sambar,2021-02-17,6.67,No Remarks,72,85.5,51.37,202.33,1,Cold,0,34.13,30.33433283358321,0,False,True,False,False,False
610,3,Chapati & Vegetables,2021-12-10,7.08,No Remarks,89,72.68,55.37,204.99,4,Cold,0,17.31000000000001,28.953389830508474,0,True,False,False,False,False
611,3,Pulao,2021-04-27,9.21,Poor,34,72.04,67.96,202.48,3,Warm,0,4.0800000000000125,21.98479913137893,3,False,False,False,True,False
612,3,Khichdi,2021-09-14,8.57,No Remarks,96,70.81,51.78,276.13,10,Rainy,1,19.03,32.220536756126016,2,False,False,True,False,False
613,3,Rice & Dal,2021-11-26,8.52,Poor,99,87.91,66.07,274.25,0,Rainy,0,21.840000000000003,32.18896713615024,2,False,False,False,False,True
614,3,Chapati & Vegetables,2021-12-05,7.37,Average,71,77.06,67.79,328.23,5,Cold,0,9.269999999999996,44.5359565807327,0,True,False,False,False,False
615,3,Rice & Dal,2021-02-15,6.7,Good,66,64.03,67.57,367.73,0,Cold,0,-3.539999999999992,54.88507462686567,0,False,False,False,False,True
616,3,Khichdi,2021-04-25,7.34,Poor,34,79.26,74.78,223.16,3,Warm,0,4.480000000000004,30.40326975476839,3,False,False,True,False,False
617,3,Chapati & Vegetables,2021-11-23,7.52,Average,120,88.75,72.86,222.36,0,Rainy,0,15.89,29.569148936170215,2,True,False,False,False,False
618,3,Idli & Sambar,2021-06-14,7.23,No Remarks,59,87.86,69.92,265.31,4,Hot,0,17.939999999999998,36.695712309820195,1,False,True,False,False,False
619,3,Chapati & Vegetables,2021-12-15,7.36,Good,114,60.98,65.55,224.83,3,Cold,0,-4.57,30.547554347826086,0,True,False,False,False,False
620,3,Rice & Dal,2021-04-23,8.64,No Remarks,52,89.78,64.43,286.55,2,Warm,0,25.349999999999994,33.16550925925926,3,False,False,False,False,True
621,3,Idli & Sambar,2021-05-02,8.32,Good,85,81.74,50.39,234.83,3,Warm,0,31.349999999999994,28.224759615384617,3,False,True,False,False,False
622,3,Idli & Sambar,2021-12-16,8.79,Good,48,80.83,68.13,257.93,3,Cold,0,12.700000000000003,29.343572241183168,0,False,True,False,False,False
623,3,Chapati & Vegetables,2021-05-12,6.93,Good,73,70.4,53.88,337.09,4,Warm,0,16.520000000000003,48.64213564213564,3,True,False,False,False,False
624,3,Khichdi,2021-02-03,8.65,No Remarks,73,83.56,61.64,406.69,4,Cold,0,21.92,47.01618497109826,0,False,False,True,False,False
625,3,Idli & Sambar,2021-04-13,7.55,Good,34,,53.45,476.15,3,Warm,0,,63.06622516556291,3,False,True,False,False,False
626,3,Rice & Dal,2021-03-02,7.36,No Remarks,42,80.65,66.3,441.15,1,Warm,0,14.350000000000009,59.938858695652165,3,False,False,False,False,True
627,3,Chapati & Vegetables,2021-09-14,6.85,No Remarks,31,80.8,58.83,342.46,8,Rainy,0,21.97,49.99416058394161,2,True,False,False,False,False
628,3,Chapati & Vegetables,2021-10-18,9.63,Good,111,78.73,50.21,337.83,3,Rainy,0,28.520000000000003,35.0809968847352,2,True,False,False,False,False
629,3,Pulao,2021-11-18,8.45,Poor,49,,69.18,485.24,1,Rainy,0,,57.42485207100592,2,False,False,False,True,False
630,3,Khichdi,2021-05-11,7.16,Poor,120,80.75,74.28,485.03,1,Warm,0,6.469999999999999,67.74162011173183,3,False,False,True,False,False
631,3,Chapati & Vegetables,2021-06-07,8.61,Poor,31,73.42,64.56,222.7,7,Hot,0,8.86,25.86527293844367,1,True,False,False,False,False
632,3,Khichdi,2021-03-20,8.02,No Remarks,88,88.58,68.11,438.77,0,Warm,0,20.47,54.709476309226936,3,False,False,True,False,False
633,3,Idli & Sambar,2021-12-05,7.79,Poor,40,70.04,61.41,368.65,1,Cold,0,8.63000000000001,47.323491655969185,0,False,True,False,False,False
634,3,Chapati & Vegetables,2021-06-24,8.31,Poor,97,64.08,69.68,380.86,9,Hot,1,-5.6000000000000085,45.83152827918171,1,True,False,False,False,False
635,3,Idli & Sambar,2021-03-09,8.54,Poor,45,86.55,65.84,397.69,5,Warm,0,20.709999999999994,46.56791569086651,3,False,True,False,False,False
636,3,Pulao,2021-03-13,5.98,Poor,105,64.34,55.31,480.73,2,Warm,0,9.030000000000001,80.3896321070234,3,False,False,False,True,False
637,3,Pulao,2021-03-12,7.82,Good,54,83.24,56.19,204.57,2,Warm,0,27.049999999999997,26.159846547314576,3,False,False,False,True,False
638,3,Idli & Sambar,2021-07-01,7.19,Poor,31,88.46,72.68,215.22,8,Hot,0,15.779999999999987,29.933240611961054,1,False,True,False,False,False
639,3,Pulao,2021-10-06,6.59,Poor,76,65.42,59.09,389.69,10,Rainy,1,6.329999999999998,59.13353566009105,2,False,False,False,True,False
640,3,Idli & Sambar,2021-11-23,8.0,No Remarks,96,75.83,57.17,341.68,5,Rainy,0,18.659999999999997,42.71,2,False,True,False,False,False
641,3,Khichdi,2021-12-21,8.83,Poor,108,73.22,55.19,319.04,2,Cold,0,18.03,36.131370328425824,0,False,False,True,False,False
642,3,Khichdi,2021-08-02,7.64,Poor,39,82.68,69.98,469.83,2,Hot,0,12.700000000000003,61.49607329842932,1,False,False,True,False,False
643,3,Pulao,2021-12-26,8.58,Poor,93,63.96,65.17,425.43,2,Cold,0,-1.2100000000000009,49.58391608391609,0,False,False,False,True,False
644,3,Rice & Dal,2021-12-08,6.22,Poor,120,67.93,52.15,221.51,3,Cold,0,15.780000000000008,35.61254019292605,0,False,False,False,False,True
645,3,Khichdi,2021-08-18,6.76,Poor,40,61.68,72.73,330.63,8,Hot,0,-11.050000000000004,48.90976331360947,1,False,False,True,False,False
646,3,Rice & Dal,2021-10-09,6.45,Poor,74,85.97,62.83,470.62,5,Rainy,0,23.14,72.96434108527131,2,False,False,False,False,True
647,3,Khichdi,2021-11-10,7.16,No Remarks,111,65.23,51.21,352.07,6,Rainy,0,14.020000000000003,49.1717877094972,2,False,False,True,False,False
648,3,Idli & Sambar,2021-06-26,9.66,Good,64,85.29,56.78,431.41,5,Hot,0,28.510000000000005,44.65942028985508,1,False,True,False,False,False
649,3,Rice & Dal,2021-12-11,8.22,Average,116,89.07,61.12,227.69,1,Cold,0,27.949999999999996,27.699513381995132,0,False,False,False,False,True
650,3,Khichdi,2021-09-09,6.59,Poor,72,81.55,65.37,399.44,3,Rainy,0,16.179999999999993,60.613050075872536,2,False,False,True,False,False
651,3,Khichdi,2021-05-08,8.32,No Remarks,73,73.15,72.01,301.61,3,Warm,0,1.1400000000000006,36.25120192307693,3,False,False,True,False,False
652,3,Khichdi,2021-01-26,8.09,Average,37,66.72,55.94,254.75,0,Cold,0,10.780000000000001,31.489493201483313,0,False,False,True,False,False
653,3,Idli & Sambar,2021-01-22,6.0,No Remarks,96,83.15,61.66,214.05,0,Cold,0,21.49000000000001,35.675000000000004,0,False,True,False,False,False
654,3,Idli & Sambar,2021-03-16,7.52,No Remarks,82,60.31,65.96,365.93,1,Warm,0,-5.6499999999999915,48.66090425531915,3,False,True,False,False,False
655,3,Khichdi,2021-03-08,6.99,Average,78,87.32,72.86,473.48,0,Warm,0,14.459999999999994,67.73676680972818,3,False,False,True,False,False
656,3,Idli & Sambar,2021-06-28,7.36,No Remarks,63,85.75,70.67,224.63,0,Hot,0,15.079999999999998,30.520380434782606,1,False,True,False,False,False
657,3,Chapati & Vegetables,2021-09-26,6.91,Poor,47,81.83,68.59,415.0,6,Rainy,0,13.239999999999995,60.05788712011577,2,True,False,False,False,False
658,3,Chapati & Vegetables,2021-08-08,7.25,Average,72,66.84,71.6,379.29,8,Hot,0,-4.759999999999991,52.31586206896552,1,True,False,False,False,False
659,3,Rice & Dal,2021-08-06,8.82,Good,40,85.68,63.5,264.93,10,Hot,1,22.180000000000007,30.037414965986393,1,False,False,False,False,True
660,3,Khichdi,2021-05-11,6.39,Poor,54,73.28,65.32,315.93,5,Warm,0,7.960000000000008,49.441314553990615,3,False,False,True,False,False
661,3,Chapati & Vegetables,2021-07-14,7.46,Good,48,82.84,55.46,212.22,7,Hot,0,27.380000000000003,28.447721179624665,1,True,False,False,False,False
662,3,Pulao,2021-09-03,7.53,Average,108,79.37,59.02,208.22,1,Rainy,0,20.35,27.652058432934925,2,False,False,False,True,False
663,3,Pulao,2021-04-08,9.19,Average,89,68.63,57.52,488.87,4,Warm,0,11.109999999999992,53.195865070729056,3,False,False,False,True,False
664,3,Pulao,2021-07-18,7.5,Poor,71,70.27,55.38,294.86,0,Hot,0,14.889999999999993,39.31466666666667,1,False,False,False,True,False
665,3,Rice & Dal,2021-06-12,8.87,Average,105,60.85,55.32,323.37,1,Hot,0,5.530000000000001,36.456595264937995,1,False,False,False,False,True
666,3,Chapati & Vegetables,2021-08-13,6.32,Good,113,60.59,63.74,295.09,2,Hot,0,-3.1499999999999986,46.691455696202524,1,True,False,False,False,False
667,3,Khichdi,2021-06-20,8.0,Poor,36,85.67,64.03,258.95,6,Hot,0,21.64,32.36875,1,False,False,True,False,False
668,3,Chapati & Vegetables,2021-01-05,8.84,No Remarks,58,68.05,57.45,391.48,1,Cold,0,10.599999999999994,44.28506787330317,0,True,False,False,False,False
669,3,Idli & Sambar,2021-10-03,8.32,Poor,56,80.72,54.52,270.93,9,Rainy,1,26.199999999999996,32.56370192307692,2,False,True,False,False,False
670,3,Pulao,2021-11-14,8.29,No Remarks,90,87.82,72.0,496.91,6,Rainy,0,15.819999999999993,59.940892641737044,2,False,False,False,True,False
671,3,Rice & Dal,2021-08-16,6.64,No Remarks,82,82.97,61.36,337.73,3,Hot,0,21.61,50.862951807228924,1,False,False,False,False,True
672,3,Pulao,2021-05-26,6.58,Poor,48,80.74,74.41,407.25,5,Warm,0,6.329999999999998,61.89209726443769,3,False,False,False,True,False
673,3,Rice & Dal,2021-08-09,7.72,No Remarks,93,64.13,51.57,428.38,7,Hot,0,12.559999999999995,55.48963730569948,1,False,False,False,False,True
674,3,Khichdi,2021-11-16,8.79,Average,61,72.43,65.53,376.19,6,Rainy,0,6.900000000000006,42.797497155858935,2,False,False,True,False,False
675,3,Idli & Sambar,2021-01-24,7.79,No Remarks,116,80.45,74.01,332.31,4,Cold,0,6.439999999999998,42.65853658536585,0,False,True,False,False,False
676,3,Khichdi,2021-03-25,7.46,Poor,88,80.95,61.69,335.31,5,Warm,0,19.260000000000005,44.947721179624665,3,False,False,True,False,False
677,3,Chapati & Vegetables,2021-12-01,8.37,Poor,46,87.24,55.94,342.41,2,Cold,0,31.299999999999997,40.90919952210275,0,True,False,False,False,False
678,3,Rice & Dal,2021-01-20,9.02,Poor,99,80.46,52.53,463.79,4,Cold,0,27.929999999999993,51.4179600886918,0,False,False,False,False,True
679,3,Chapati & Vegetables,2021-03-07,6.5,Good,86,70.23,50.45,293.76,2,Warm,0,19.78,45.19384615384615,3,True,False,False,False,False
680,3,Idli & Sambar,2021-03-10,7.3,No Remarks,33,74.65,73.66,261.2,5,Warm,0,0.9900000000000091,35.78082191780822,3,False,True,False,False,False
681,3,Pulao,2021-10-05,7.17,No Remarks,30,67.99,68.1,245.32,5,Rainy,0,-0.10999999999999943,34.214783821478385,2,False,False,False,True,False
682,3,Rice & Dal,2021-03-13,6.85,Average,52,79.94,51.93,298.27,0,Warm,0,28.009999999999998,43.543065693430655,3,False,False,False,False,True
683,3,Idli & Sambar,2021-03-27,7.97,Good,117,74.79,72.08,244.23,4,Warm,0,2.710000000000008,30.64366373902133,3,False,True,False,False,False
684,3,Pulao,2021-08-21,7.94,Good,72,72.65,68.0,216.44,1,Hot,0,4.650000000000006,27.259445843828715,1,False,False,False,True,False
685,3,Idli & Sambar,2021-09-16,7.09,Good,50,65.34,72.13,298.09,9,Rainy,1,-6.789999999999992,42.04372355430183,2,False,True,False,False,False
686,3,Pulao,2021-07-11,8.79,No Remarks,65,62.94,62.53,242.08,10,Hot,1,0.4099999999999966,27.54038680318544,1,False,False,False,True,False
687,3,Rice & Dal,2021-06-28,9.44,No Remarks,77,83.76,51.56,283.72,2,Hot,0,32.2,30.055084745762716,1,False,False,False,False,True
688,3,Idli & Sambar,2021-03-18,8.22,Poor,44,69.07,54.8,325.69,2,Warm,0,14.269999999999996,39.62165450121654,3,False,True,False,False,False
689,3,Pulao,2021-08-08,5.95,No Remarks,98,68.63,58.58,326.12,5,Hot,0,10.049999999999997,54.81008403361344,1,False,False,False,True,False
690,3,Idli & Sambar,2021-07-12,6.63,Poor,120,78.44,73.54,470.12,1,Hot,0,4.8999999999999915,70.9079939668175,1,False,True,False,False,False
691,3,Rice & Dal,2021-04-19,6.48,No Remarks,65,71.2,64.03,475.51,4,Warm,0,7.170000000000002,73.38117283950616,3,False,False,False,False,True
692,3,Pulao,2021-03-25,9.81,No Remarks,81,63.17,54.88,339.0,3,Warm,0,8.29,34.5565749235474,3,False,False,False,True,False
693,3,Rice & Dal,2021-11-12,7.2,Average,87,68.68,54.42,256.49,7,Rainy,0,14.260000000000005,35.62361111111111,2,False,False,False,False,True
694,3,Pulao,2021-09-24,7.82,Good,47,70.3,70.01,240.21,9,Rainy,1,0.28999999999999204,30.717391304347824,2,False,False,False,True,False
695,3,Chapati & Vegetables,2021-11-04,6.71,Poor,43,78.84,71.95,439.03,4,Rainy,0,6.890000000000001,65.42921013412817,2,True,False,False,False,False
696,3,Rice & Dal,2021-02-20,7.07,Poor,110,88.59,70.8,340.41,0,Cold,0,17.790000000000006,48.14851485148515,0,False,False,False,False,True
697,3,Rice & Dal,2021-10-05,6.77,No Remarks,107,69.08,56.87,487.08,6,Rainy,0,12.21,71.94682422451994,2,False,False,False,False,True
698,3,Idli & Sambar,2021-12-19,8.5,Good,75,80.34,73.57,359.09,4,Cold,0,6.77000000000001,42.24588235294117,0,False,True,False,False,False
699,3,Khichdi,2021-10-22,7.52,Good,97,69.26,56.76,262.93,3,Rainy,0,12.500000000000007,34.964095744680854,2,False,False,True,False,False
700,3,Pulao,2021-06-15,7.84,Average,114,67.57,52.77,290.26,9,Hot,1,14.79999999999999,37.02295918367347,1,False,False,False,True,False
701,3,Pulao,2021-04-06,9.6,No Remarks,87,87.28,65.49,251.48,2,Warm,0,21.790000000000006,26.195833333333333,3,False,False,False,True,False
702,3,Idli & Sambar,2021-11-09,7.28,Poor,60,65.05,54.43,215.35,5,Rainy,0,10.619999999999997,29.581043956043953,2,False,True,False,False,False
703,3,Idli & Sambar,2021-02-13,6.4,Average,42,87.6,70.69,422.68,2,Cold,0,16.909999999999997,66.04375,0,False,True,False,False,False
704,3,Pulao,2021-04-01,7.29,Average,100,69.11,60.87,474.58,2,Warm,0,8.240000000000002,65.10013717421124,3,False,False,False,True,False
705,3,Pulao,2021-05-14,7.01,Poor,79,76.27,54.07,245.53,2,Warm,0,22.199999999999996,35.02567760342368,3,False,False,False,True,False
706,3,Pulao,2021-09-14,8.67,No Remarks,110,83.82,56.25,230.48,9,Rainy,1,27.569999999999993,26.583621683967703,2,False,False,False,True,False
707,3,Idli & Sambar,2021-02-18,7.77,Good,90,89.23,63.73,381.84,4,Cold,0,25.500000000000007,49.14285714285714,0,False,True,False,False,False
708,3,Idli & Sambar,2021-01-09,6.77,Poor,116,72.28,72.16,212.83,1,Cold,0,0.12000000000000455,31.437223042836045,0,False,True,False,False,False
709,3,Idli & Sambar,2021-07-13,7.29,Average,114,82.76,67.11,333.06,5,Hot,0,15.650000000000006,45.68724279835391,1,False,True,False,False,False
710,3,Khichdi,2021-12-20,9.38,Poor,74,79.98,69.61,459.28,5,Cold,0,10.370000000000005,48.963752665245195,0,False,False,True,False,False
711,3,Pulao,2021-06-22,5.55,No Remarks,36,88.87,59.82,238.12,1,Hot,0,29.050000000000004,42.90450450450451,1,False,False,False,True,False
712,3,Khichdi,2021-07-24,6.15,Average,68,88.95,69.0,437.71,3,Hot,0,19.950000000000003,71.17235772357724,1,False,False,True,False,False
713,3,Pulao,2021-05-24,8.52,Good,55,76.59,66.62,209.06,4,Warm,0,9.969999999999999,24.53755868544601,3,False,False,False,True,False
714,3,Khichdi,2021-09-18,7.08,Poor,47,87.72,60.5,230.87,5,Rainy,0,27.22,32.60875706214689,2,False,False,True,False,False
715,3,Chapati & Vegetables,2021-09-19,8.1,Poor,36,68.74,57.58,457.68,3,Rainy,0,11.159999999999997,56.50370370370371,2,True,False,False,False,False
716,3,Idli & Sambar,2021-04-03,9.03,Average,46,83.51,60.96,222.46,4,Warm,0,22.550000000000004,24.635658914728683,3,False,True,False,False,False
717,3,Chapati & Vegetables,2021-05-05,9.42,Good,71,84.82,55.01,432.04,4,Warm,0,29.809999999999995,45.86411889596603,3,True,False,False,False,False
718,3,Rice & Dal,2021-01-17,7.87,Poor,119,64.78,52.18,201.2,3,Cold,0,12.600000000000001,25.56543837357052,0,False,False,False,False,True
719,3,Pulao,2021-08-06,8.02,Average,79,64.18,54.64,318.01,4,Hot,0,9.540000000000006,39.65211970074813,1,False,False,False,True,False
720,3,Idli & Sambar,2021-10-15,7.75,No Remarks,82,70.53,69.95,290.0,3,Rainy,0,0.5799999999999983,37.41935483870968,2,False,True,False,False,False
721,3,Idli & Sambar,2021-06-17,7.25,Poor,114,85.73,64.25,248.67,2,Hot,0,21.480000000000004,34.29931034482758,1,False,True,False,False,False
